time              3.534000000e-09
                 x                y                z              rxy                G               Bx               By               Bz                m                q           nmacro           rmacro               ID              fEx              fEy              fEz              fBx              fBy              fBz            G_cnt            G_his 
  -5.500771068e-03  4.837500082e-03  6.030364189e-01  7.325291079e-03  1.243374212e+00 -1.548162920e-05  1.205054590e-05  5.942733906e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  5.500000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  7.000000000e+00  1.243225000e+00 
  -5.476047651e-03 -4.202739680e-03  6.654744453e-01  6.902906539e-03  1.243418810e+00 -1.278427730e-05 -1.296416305e-05  5.943124289e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  5.600000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  9.000000000e+00  1.243235000e+00 
  -5.452794705e-03  9.470261272e-04  5.615038575e-01  5.534422154e-03  1.243444538e+00 -1.118229427e-05 -4.863685612e-07  5.943349465e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  5.700000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.200000000e+01  1.243245000e+00 
  -5.429942363e-03 -1.232606616e-03  6.239192296e-01  5.568087027e-03  1.243464713e+00 -9.675149440e-06 -3.609359753e-06  5.943526020e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  5.800000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.100000000e+01  1.243255000e+00 
  -5.406934131e-03  3.679402631e-03  6.863323637e-01  6.540102478e-03  1.243482475e+00 -7.746425313e-06  6.893572980e-06  5.943681451e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  5.900000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.200000000e+01  1.243265000e+00 
  -5.393367676e-03 -2.475589824e-03  5.823534658e-01  5.934387910e-03  1.243499245e+00 -1.446351051e-05 -4.255930352e-06  5.943828191e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  6.000000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.200000000e+01  1.243275000e+00 
  -5.370593402e-03  2.141780255e-03  6.447656409e-01  5.781911115e-03  1.243515975e+00 -1.223162280e-05  5.715699103e-06  5.943974571e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  6.100000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.500000000e+01  1.243285000e+00 
  -5.348812968e-03 -1.309542354e-04  7.071786446e-01  5.350415795e-03  1.243533600e+00 -1.068748739e-05  2.579116317e-06  5.944128771e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  6.200000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  4.000000000e+00  1.243295000e+00 
  -5.327299438e-03  7.270415697e-03  5.477389116e-01  9.013271532e-03  1.243553469e+00 -9.152294820e-06  1.009578801e-05  5.944302587e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  6.300000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.500000000e+01  1.243305000e+00 
  -5.305366986e-03 -8.093696416e-03  6.101587284e-01  9.677543105e-03  1.243578448e+00 -6.985718924e-06 -1.795009894e-05  5.944521094e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  6.400000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  8.000000000e+00  1.243315000e+00 
  -5.293062615e-03  6.583906905e-05  6.725935356e-01  5.293472077e-03  1.243619608e+00 -1.367753371e-05 -9.358852970e-07  5.944881092e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  6.500000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.000000000e+01  1.243325000e+00 
  -5.271825481e-03 -2.222313690e-03  5.683773364e-01  5.721085740e-03  1.243380392e+00 -1.171510612e-05 -4.507678259e-06  5.942788012e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  6.600000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.100000000e+01  1.243335000e+00 
  -5.251299908e-03  2.390814995e-03  6.308121729e-01  5.769934753e-03  1.243421552e+00 -1.020757583e-05  5.375192031e-06  5.943148286e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  6.700000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.500000000e+01  1.243345000e+00 
  -5.230917309e-03 -3.799330818e-03  6.932320017e-01  6.465091690e-03  1.243446531e+00 -8.624158757e-06 -5.732057835e-06  5.943366907e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  6.800000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.000000000e+01  1.243355000e+00 
  -5.209705604e-03  1.163453309e-03  5.892559787e-01  5.338038599e-03  1.243466400e+00 -6.052978416e-06  5.368639773e-06  5.943540782e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  6.900000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.600000000e+01  1.243365000e+00 
